full_date,date,weekday,time,mood,activities,note
2019-05-28,28 May,Tuesday,1:32 pm,good,"ate out | Meal | Thảo | walk",""
2019-05-27,27 May,Monday,10:54 pm,good,"ate in | Meal | Thảo",""
2019-05-27,27 May,Monday,6:00 pm,good,"ate out | Meal | holiday",""
2019-05-27,27 May,Monday,1:06 pm,good,"holiday",""
2019-05-26,26 May,Sunday,10:00 pm,grand,"friends",""
2019-05-26,26 May,Sunday,6:02 pm,grand,"Dessert | ate out | Meal | TV | hungover",""
2019-05-26,26 May,Sunday,1:50 pm,grand,"browsing | Medical | hungover",""
2019-05-25,25 May,Saturday,10:00 pm,good,"friends | drinking | MD",""
2019-05-25,25 May,Saturday,6:43 pm,good,"wanking | groceries",""
2019-05-25,25 May,Saturday,1:05 pm,good,"ate out | Meal | wanking | guitar | friends",""
2019-05-24,24 May,Friday,10:11 pm,good,"Dessert | ate out | Meal | friends | drinking",""
2019-05-24,24 May,Friday,6:22 pm,good,"friends | drinking | commute",""
2019-05-24,24 May,Friday,2:08 pm,good,"Dessert | ate out | Meal | friends | browsing",""
2019-05-23,23 May,Thursday,10:15 pm,good,"ate out | Meal | friends | drinking",""
2019-05-23,23 May,Thursday,6:53 pm,good,"ate in | Meal | wanking | friends | TV | Medical",""
2019-05-23,23 May,Thursday,2:19 pm,good,"ate out | Meal | wanking | friends | commute | teaching",""
2019-05-22,22 May,Wednesday,10:39 pm,good,"friends | drinking",""
2019-05-22,22 May,Wednesday,6:13 pm,good,"wanking | browsing | Medical",""
2019-05-22,22 May,Wednesday,1:29 pm,good,"ate out | Meal | friends | TV",""
2019-05-21,21 May,Tuesday,11:01 pm,good,"wanking | Thảo | browsing",""
2019-05-21,21 May,Tuesday,6:12 pm,good,"ate in | Meal | friends | TV | Medical",""
2019-05-21,21 May,Tuesday,1:09 pm,grand,"ate out | Meal | friends | sick",""
2019-05-20,20 May,Monday,10:11 pm,bad,"browsing",""
2019-05-20,20 May,Monday,6:50 pm,bad,"friends | TV | browsing",""
2019-05-20,20 May,Monday,2:55 pm,grand,"Dessert | ate in | Meal | wanking | friends | TV | browsing | Medical",""
2019-05-19,19 May,Sunday,10:00 pm,bad,"friends | drinking",""
2019-05-19,19 May,Sunday,6:47 pm,good,"ate out | Meal | friends | drinking | sick | Medical",""
2019-05-19,19 May,Sunday,1:04 pm,good,"ate out | Meal | friends | sick",""
2019-05-18,18 May,Saturday,10:43 pm,bad,"friends | drinking | went out | sick",""
2019-05-18,18 May,Saturday,6:13 pm,grand,"ate in | Meal | friends | drinking",""
2019-05-18,18 May,Saturday,1:04 pm,shite,"friends | commute | sick | sport",""
2019-05-17,17 May,Friday,10:18 pm,bad,"ate out | Meal | friends | drinking | sick",""
2019-05-17,17 May,Friday,6:03 pm,good,"TV | browsing | teaching | sick",""
2019-05-17,17 May,Friday,1:41 pm,grand,"ate out | Meal | friends | TV | commute | teaching | sick",""
2019-05-16,16 May,Thursday,10:34 pm,good,"wanking | Thảo | TV",""
2019-05-16,16 May,Thursday,6:19 pm,bad,"friends | browsing | commute | teaching | sick",""
2019-05-16,16 May,Thursday,1:50 pm,good,"ate out | Meal | wanking | friends | commute | teaching | sick",""
2019-05-15,15 May,Wednesday,10:26 pm,good,"wanking | friends | browsing",""
2019-05-15,15 May,Wednesday,7:21 pm,grand,"Meal | wanking | TV | sick",""
2019-05-15,15 May,Wednesday,1:35 pm,good,"ate out | Meal | wanking | friends | commute",""
2019-05-14,14 May,Tuesday,10:00 pm,good,"wanking | browsing",""
2019-05-14,14 May,Tuesday,7:26 pm,grand,"ate in | Meal | commute | teaching | sick",""
2019-05-14,14 May,Tuesday,1:35 pm,good,"ate out | Meal | friends | commute | sick",""
2019-05-13,13 May,Monday,10:23 pm,good,"friends | TV | browsing",""
2019-05-13,13 May,Monday,6:22 pm,good,"ate in | Meal | friends | TV | Medical",""
2019-05-13,13 May,Monday,3:06 pm,good,"Dessert | ate in | Meal | friends | TV | browsing",""
2019-05-12,12 May,Sunday,11:10 pm,good,"Dessert | ate out | Meal | friends | drinking",""
2019-05-12,12 May,Sunday,6:52 pm,good,"friends | TV | gaming | sport",""
2019-05-12,12 May,Sunday,2:19 pm,good,"ate out | Meal | wanking | friends | sport",""
2019-05-11,11 May,Saturday,10:07 pm,good,"friends | drinking",""
2019-05-11,11 May,Saturday,7:15 pm,good,"ate out | Meal | friends | drinking",""
2019-05-11,11 May,Saturday,2:38 pm,good,"Dessert | ate out | Meal | wanking | friends | sport",""
2019-05-10,10 May,Friday,10:11 pm,good,"friends | browsing",""
2019-05-10,10 May,Friday,8:04 pm,good,"ate in | Meal | friends | TV",""
2019-05-10,10 May,Friday,1:25 pm,good,"ate out | Meal | friends | commute | teaching | sick",""
2019-05-09,9 May,Thursday,10:49 pm,good,"friends | drinking | sport",""
2019-05-09,9 May,Thursday,7:35 pm,good,"ate in | Meal | wanking | friends | Thảo | teaching",""
2019-05-09,9 May,Thursday,1:22 pm,good,"ate out | Meal | friends | commute | teaching",""
2019-05-08,8 May,Wednesday,10:15 pm,good,"friends | gaming",""
2019-05-08,8 May,Wednesday,7:27 pm,good,"Dessert | ate in | Meal | wanking | friends | TV | commute | teaching",""
2019-05-08,8 May,Wednesday,1:33 pm,good,"Dessert | ate out | Meal | friends",""
2019-05-07,7 May,Tuesday,10:34 pm,good,"friends | drinking",""
2019-05-07,7 May,Tuesday,7:25 pm,grand,"ate in | Meal | friends | TV | commute | teaching",""
2019-05-07,7 May,Tuesday,1:08 pm,good,"ate out | Meal | browsing | commute | teaching",""
2019-05-06,6 May,Monday,10:30 pm,good,"Dessert | friends | TV | browsing",""
2019-05-06,6 May,Monday,6:27 pm,good,"ate in | Meal | TV | acid",""
2019-05-06,6 May,Monday,1:24 pm,great,"Thảo | acid",""
2019-05-05,5 May,Sunday,11:00 pm,good,"ate out | Meal | friends | drinking",""
2019-05-05,5 May,Sunday,6:46 pm,good,"Dessert | ate out | Meal | friends | reading | gaming | drinking",""
2019-05-05,5 May,Sunday,1:23 pm,good,"wanking | guitar | browsing",""
2019-05-04,4 May,Saturday,11:24 pm,good,"Dessert | ate out | friends | Thảo | drinking",""
2019-05-04,4 May,Saturday,6:33 pm,good,"friends | sport",""
2019-05-04,4 May,Saturday,1:05 pm,good,"ate out | Meal | sex | friends | Thảo",""
2019-05-03,3 May,Friday,11:33 pm,good,"friends | Thảo | drinking",""
2019-05-03,3 May,Friday,7:55 pm,good,"Dessert | ate out | Meal | friends | Thảo",""
2019-05-03,3 May,Friday,1:24 pm,good,"ate out | Meal | friends | browsing | teaching",""
2019-05-02,2 May,Thursday,11:10 pm,good,"friends | sick | sport",""
2019-05-02,2 May,Thursday,7:35 pm,grand,"ate in | Meal | friends | TV | browsing | commute | teaching",""
2019-05-02,2 May,Thursday,1:38 pm,good,"Dessert | ate out | Meal | friends | browsing | teaching",""
2019-05-01,1 May,Wednesday,10:30 pm,good,"friends | Thảo | browsing | drinking",""
2019-05-01,1 May,Wednesday,8:26 pm,good,"ate in | Meal | Thảo | TV | browsing",""
2019-05-01,1 May,Wednesday,3:48 pm,great,"ate out | Meal | Thảo",""
2019-04-30,30 April,Tuesday,10:30 pm,good,"ate out | Meal | friends | drinking",""
2019-04-30,30 April,Tuesday,6:23 pm,grand,"guitar | friends | gaming | browsing",""
2019-04-30,30 April,Tuesday,1:03 pm,bad,"Dessert | ate out | Meal | wanking | friends | browsing",""
2019-04-29,29 April,Monday,10:40 pm,good,"Dessert | friends | browsing",""
2019-04-29,29 April,Monday,9:26 pm,good,"ate in | Meal | Thảo | TV",""
2019-04-29,29 April,Monday,3:56 pm,good,"Thảo | TV",""
2019-04-28,28 April,Sunday,11:30 pm,good,"friends | TV | gaming | browsing",""
2019-04-28,28 April,Sunday,8:26 pm,good,"Dessert | ate out | Meal | sex | friends | Thảo | commute",""
2019-04-28,28 April,Sunday,3:09 pm,good,"Dessert | ate out | Meal | friends | gaming",""
2019-04-27,27 April,Saturday,10:30 pm,good,"ate out | Meal | wanking | friends | drinking",""
2019-04-27,27 April,Saturday,7:51 pm,good,"Dessert | editing | guitar | friends | TV",""
2019-04-27,27 April,Saturday,2:12 pm,good,"ate out | Meal | editing | friends",""
2019-04-26,26 April,Friday,10:30 pm,good,"ate out | friends | drinking",""
2019-04-26,26 April,Friday,6:42 pm,good,"friends | TV | commute | teaching",""
2019-04-26,26 April,Friday,1:30 pm,good,"Dessert | ate out | Meal | wanking | friends | commute | teaching",""
2019-04-25,25 April,Thursday,10:50 pm,good,"friends | sport",""
2019-04-25,25 April,Thursday,7:19 pm,good,"ate in | Meal | guitar | friends | TV | sick",""
2019-04-25,25 April,Thursday,2:07 pm,good,"Dessert | ate out | Meal | friends | commute | teaching",""
2019-04-24,24 April,Wednesday,10:36 pm,good,"guitar | friends | TV",""
2019-04-24,24 April,Wednesday,6:43 pm,good,"ate in | Meal | TV | commute | teaching",""
2019-04-24,24 April,Wednesday,1:40 pm,good,"ate out | Meal | friends | teaching",""
2019-04-23,23 April,Tuesday,10:33 pm,good,"friends | sport",""
2019-04-23,23 April,Tuesday,7:18 pm,good,"ate in | Meal | friends | commute | teaching | sick",""
2019-04-23,23 April,Tuesday,1:42 pm,good,"Dessert | ate out | Meal | wanking | friends | commute | teaching",""
2019-04-22,22 April,Monday,10:51 pm,good,"ate out | Meal | friends | TV | browsing",""
2019-04-22,22 April,Monday,7:06 pm,good,"ate out | Meal | friends | TV",""
2019-04-22,22 April,Monday,2:25 pm,good,"Dessert | ate out | Meal | guitar | friends",""
2019-04-21,21 April,Sunday,10:50 pm,good,"ate out | Meal | friends",""
2019-04-21,21 April,Sunday,7:58 pm,good,"ate in | Meal | editing | friends",""
2019-04-21,21 April,Sunday,2:35 pm,good,"wanking | friends | hungover",""
2019-04-20,20 April,Saturday,10:30 pm,good,"friends | drinking",""
2019-04-20,20 April,Saturday,6:36 pm,good,"ate out | Meal | editing | friends",""
2019-04-20,20 April,Saturday,1:19 pm,good,"editing | friends",""
2019-04-19,19 April,Friday,10:30 pm,bad,"editing | friends | sick",""
2019-04-19,19 April,Friday,6:30 pm,bad,"ate in | Meal | editing | friends | commute | sick",""
2019-04-19,19 April,Friday,2:02 pm,bad,"sick",""
2019-04-18,18 April,Thursday,11:13 pm,good,"ate out | Meal | friends | sport",""
2019-04-18,18 April,Thursday,7:54 pm,good,"ate in | Meal | editing | friends | Thảo | commute | teaching",""
2019-04-18,18 April,Thursday,1:08 pm,good,"Dessert | ate out | Meal | friends | commute | teaching",""
2019-04-17,17 April,Wednesday,11:13 pm,grand,"editing | commute",""
2019-04-17,17 April,Wednesday,9:16 pm,good,"ate in | Meal | editing | friends | commute | teaching",""
2019-04-17,17 April,Wednesday,1:12 pm,good,"Dessert | ate out | Meal | friends | commute | teaching",""
2019-04-16,16 April,Tuesday,11:13 pm,good,"friends",""
2019-04-16,16 April,Tuesday,8:32 pm,good,"ate in | Meal | editing | friends | teaching | sport",""
2019-04-16,16 April,Tuesday,1:43 pm,good,"Dessert | ate in | Meal | commute | teaching",""
2019-04-15,15 April,Monday,11:08 pm,good,"TV",""
2019-04-15,15 April,Monday,6:46 pm,good,"ate in | Meal | editing | friends | TV | Medical",""
2019-04-15,15 April,Monday,1:00 pm,good,"ate in | Meal | friends | commute",""
2019-04-14,14 April,Sunday,10:42 pm,great,"ate in | Meal | friends | drinking",""
2019-04-14,14 April,Sunday,6:29 pm,great,"ate out | Meal | friends | drinking | commute | sport",""
2019-04-14,14 April,Sunday,2:17 pm,great,"Dessert | ate in | Meal | friends | hungover | holiday",""
2019-04-13,13 April,Saturday,10:30 pm,good,"friends | drinking",""
2019-04-13,13 April,Saturday,7:42 pm,great,"friends | drinking | sport",""
2019-04-13,13 April,Saturday,1:51 pm,good,"ate out | Meal | commute | sick | holiday",""
2019-04-12,12 April,Friday,10:30 pm,grand,"friends | browsing | drinking | sick",""
2019-04-12,12 April,Friday,6:18 pm,grand,"friends | Thảo | commute | teaching | sick",""
2019-04-12,12 April,Friday,1:50 pm,grand,"Dessert | ate out | Meal | friends | commute | teaching | sick",""
2019-04-11,11 April,Thursday,11:17 pm,bad,"friends | browsing | sick | sport",""
2019-04-11,11 April,Thursday,7:38 pm,good,"Dessert | Meal | guitar | friends | commute | teaching",""
2019-04-11,11 April,Thursday,1:26 pm,good,"Dessert | ate out | Meal | friends | commute | teaching | sick",""
2019-04-10,10 April,Wednesday,11:28 pm,good,"friends | browsing",""
2019-04-10,10 April,Wednesday,8:02 pm,good,"guitar | friends | lesson | sick",""
2019-04-10,10 April,Wednesday,3:02 pm,good,"Dessert | ate out | Meal | friends | commute | teaching",""
2019-04-09,9 April,Tuesday,10:38 pm,good,"ate out | Meal | friends | drinking",""
2019-04-09,9 April,Tuesday,7:12 pm,good,"friends | commute | teaching",""
2019-04-09,9 April,Tuesday,1:06 pm,good,"Meal | wanking | friends | commute | teaching",""
2019-04-08,8 April,Monday,11:14 pm,good,"Dessert | friends",""
2019-04-08,8 April,Monday,8:45 pm,good,"ate in | Meal | friends | Thảo | TV",""
2019-04-08,8 April,Monday,1:39 pm,good,"Dessert | ate out | Meal | friends",""
2019-04-07,7 April,Sunday,10:53 pm,good,"friends | drinking",""
2019-04-07,7 April,Sunday,6:29 pm,good,"ate in | Meal | friends | drinking | commute",""
2019-04-07,7 April,Sunday,3:08 pm,good,"ate out | Meal | friends | drinking | hungover",""
2019-04-06,6 April,Saturday,10:30 pm,great,"ate out | Meal | friends | drinking | went out",""
2019-04-06,6 April,Saturday,4:15 pm,good,"friends | commute | sport",""
2019-04-06,6 April,Saturday,12:17 pm,good,"ate out | Meal | friends | commute | hungover",""
2019-04-05,5 April,Friday,10:30 pm,good,"Dessert | ate out | Meal | friends | drinking",""
2019-04-05,5 April,Friday,6:39 pm,good,"editing | friends | commute | teaching",""
2019-04-04,4 April,Thursday,11:22 pm,good,"ate out | Meal | friends | sick | sport",""
2019-04-04,4 April,Thursday,8:05 pm,good,"ate in | Meal | friends | commute",""
2019-04-04,4 April,Thursday,1:03 pm,good,"wanking | browsing",""
2019-04-03,3 April,Wednesday,10:30 pm,good,"wanking | Thảo",""
2019-04-03,3 April,Wednesday,8:48 pm,great,"Dessert | ate out | Meal | editing | guitar | friends | Thảo | TV | commute | teaching | lesson",""
2019-04-03,3 April,Wednesday,1:21 pm,good,"ate out | Meal | wanking | friends | commute | teaching | sick",""
2019-04-02,2 April,Tuesday,10:30 pm,great,"friends | sport",""
2019-04-02,2 April,Tuesday,6:00 pm,good,"ate in | Meal | friends | commute | teaching",""
2019-04-02,2 April,Tuesday,1:41 pm,good,"ate out | Meal | friends | teaching | sick",""
2019-04-01,1 April,Monday,11:20 pm,good,"ate in | Meal | friends | massage | sick",""
2019-04-01,1 April,Monday,6:09 pm,good,"friends | commute",""
2019-04-01,1 April,Monday,1:46 pm,good,"ate out | Meal | friends | commute | Medical | hungover",""
2019-03-31,31 March,Sunday,10:30 pm,good,"ate out | Meal | wanking | friends | browsing | drinking",""
2019-03-31,31 March,Sunday,6:18 pm,great,"ate out | Meal | friends | drinking",""
2019-03-31,31 March,Sunday,2:17 pm,great,"ate in | Meal | friends | gaming | hungover",""
2019-03-30,30 March,Saturday,10:30 pm,great,"friends | drinking",""
2019-03-30,30 March,Saturday,6:18 pm,great,"friends | drinking | sport",""
2019-03-30,30 March,Saturday,1:05 pm,good,"ate out | Meal | friends | commute | groceries",""
2019-03-29,29 March,Friday,11:15 pm,good,"ate out | Meal | friends | drinking",""
2019-03-29,29 March,Friday,7:27 pm,good,"friends | browsing | commute | teaching",""
2019-03-29,29 March,Friday,1:23 pm,good,"Dessert | ate out | Meal | friends | browsing | commute | teaching",""
2019-03-28,28 March,Thursday,11:12 pm,good,"ate out | Meal | friends | commute | sport",""
2019-03-28,28 March,Thursday,6:40 pm,good,"ate in | Meal | friends | browsing | commute | teaching",""
2019-03-28,28 March,Thursday,1:29 pm,good,"ate out | Meal | friends | commute | teaching",""
2019-03-27,27 March,Wednesday,11:36 pm,good,"friends",""
2019-03-27,27 March,Wednesday,7:37 pm,good,"ate in | Meal | guitar | friends | Thảo | commute | teaching | lesson | sick | Medical",""
2019-03-27,27 March,Wednesday,1:02 pm,good,"Dessert | ate out | Meal | friends | browsing | commute | teaching | sick",""
2019-03-26,26 March,Tuesday,11:39 pm,good,"ate out | Meal | friends | sport",""
2019-03-26,26 March,Tuesday,7:04 pm,good,"ate in | Meal | guitar | friends | TV | commute | teaching",""
2019-03-26,26 March,Tuesday,1:12 pm,good,"Dessert | ate out | Meal | friends | browsing | commute | teaching",""
2019-03-25,25 March,Monday,11:30 pm,good,"friends | browsing",""
2019-03-25,25 March,Monday,7:06 pm,good,"ate in | Meal | friends | commute | groceries",""
2019-03-25,25 March,Monday,1:11 pm,good,"wanking | browsing",""
2019-03-24,24 March,Sunday,11:31 pm,grand,"Dessert | ate out | Meal | friends | drinking",""
2019-03-24,24 March,Sunday,6:46 pm,good,"ate out | Meal | friends | hungover | sport",""
2019-03-24,24 March,Sunday,1:22 pm,good,"ate out | Meal | wanking | guitar | friends | hungover",""
2019-03-23,23 March,Saturday,10:30 pm,great,"ate in | Meal | friends | TV | drinking",""
2019-03-23,23 March,Saturday,9:43 pm,great,"ate out | Meal | friends | drinking | sport",""
2019-03-23,23 March,Saturday,1:04 pm,great,"Dessert | ate out | Meal | wanking | guitar | friends",""
2019-03-22,22 March,Friday,10:53 pm,good,"Dessert | ate out | Meal | friends",""
2019-03-22,22 March,Friday,8:03 pm,good,"guitar | friends | commute | teaching",""
2019-03-22,22 March,Friday,1:03 pm,good,"Dessert | ate out | Meal | friends | browsing | commute | teaching | sick",""
2019-03-21,21 March,Thursday,11:04 pm,good,"ate out | Meal | friends | sick | sport",""
2019-03-21,21 March,Thursday,7:29 pm,good,"ate in | Meal | guitar | friends | commute | teaching | sick",""
2019-03-21,21 March,Thursday,2:11 pm,good,"Dessert | ate out | Meal | friends | commute | teaching | sick",""
2019-03-20,20 March,Wednesday,11:07 pm,good,"wanking | guitar | TV | browsing | lesson | sick",""
2019-03-20,20 March,Wednesday,6:00 pm,good,"ate in | Meal | guitar | browsing | commute | teaching | sick",""
2019-03-20,20 March,Wednesday,2:10 pm,good,"Dessert | ate out | Meal | friends | commute | teaching | sick",""
2019-03-19,19 March,Tuesday,10:51 pm,good,"ate out | Meal | friends | sport",""
2019-03-19,19 March,Tuesday,6:58 pm,great,"ate in | Meal | friends | TV | commute | teaching | sick",""
2019-03-19,19 March,Tuesday,1:36 pm,grand,"Dessert | ate out | Meal | friends | browsing | commute | sick",""
2019-03-18,18 March,Monday,10:31 pm,grand,"editing | friends | browsing",""
2019-03-18,18 March,Monday,6:32 pm,good,"ate in | Meal | wanking | guitar | friends",""
2019-03-18,18 March,Monday,2:05 pm,great,"ate out | Meal | wanking | guitar | friends",""
2019-03-17,17 March,Sunday,10:30 pm,good,"wanking",""
2019-03-17,17 March,Sunday,6:29 pm,good,"ate in | Meal | friends | sick | hungover | sport",""
2019-03-17,17 March,Sunday,1:04 pm,good,"ate in | Meal | guitar | friends | TV | sick | hungover",""
2019-03-16,16 March,Saturday,11:55 pm,good,"ate out | Meal | friends | drinking | went out",""
2019-03-16,16 March,Saturday,7:01 pm,good,"ate out | Meal | friends | drinking | sport",""
2019-03-16,16 March,Saturday,1:04 pm,good,"ate out | Meal | guitar | friends | TV | gaming | sick",""
2019-03-15,15 March,Friday,10:54 pm,grand,"friends | sick",""
2019-03-15,15 March,Friday,6:54 pm,grand,"ate out | Meal | friends | sick",""
2019-03-15,15 March,Friday,1:19 pm,good,"ate out | Meal | friends | commute | teaching | sick",""
2019-03-14,14 March,Thursday,10:30 pm,good,"ate out | Meal | friends | drinking | sick",""
2019-03-14,14 March,Thursday,8:02 pm,good,"ate out | guitar | friends | commute | teaching | walk",""
2019-03-14,14 March,Thursday,1:11 pm,good,"ate out | Meal | friends | commute | teaching | sick",""
2019-03-13,13 March,Wednesday,11:02 pm,good,"Dessert | ate in | Meal | guitar | friends | TV | lesson | sick",""
2019-03-13,13 March,Wednesday,8:06 pm,good,"ate in | Meal | guitar | friends | commute",""
2019-03-13,13 March,Wednesday,1:21 pm,good,"ate out | Meal | friends | commute | teaching | sick",""
2019-03-12,12 March,Tuesday,10:44 pm,good,"friends | sick | sport",""
2019-03-12,12 March,Tuesday,6:58 pm,good,"ate in | Meal | friends | commute | teaching",""
2019-03-12,12 March,Tuesday,1:15 pm,good,"Dessert | ate out | Meal | friends | commute | teaching | sick",""
2019-03-11,11 March,Monday,11:00 pm,good,"Dessert | ate in | Meal | editing | friends | sick",""
2019-03-11,11 March,Monday,6:11 pm,grand,"friends | sick",""
2019-03-11,11 March,Monday,3:06 pm,good,"ate out | Meal | friends | commute",""
2019-03-10,10 March,Sunday,10:30 pm,good,"friends | TV",""
2019-03-10,10 March,Sunday,6:19 pm,good,"ate in | Meal | friends | TV | commute",""
2019-03-10,10 March,Sunday,1:20 pm,grand,"journal | friends | hungover",""
2019-03-09,9 March,Saturday,10:32 pm,good,"ate in | Meal | friends",""
2019-03-09,9 March,Saturday,9:30 pm,good,"friends | drinking",""
2019-03-09,9 March,Saturday,3:31 pm,great,"ate out | Meal | friends | sport",""
2019-03-08,8 March,Friday,11:52 pm,bad,"ate out | Meal | friends | drinking | sick",""
2019-03-08,8 March,Friday,7:02 pm,bad,"ate in | Meal | friends | commute | sick",""
2019-03-08,8 March,Friday,1:15 pm,good,"ate out | Meal | friends | commute | teaching | sick",""
2019-03-07,7 March,Thursday,10:51 pm,grand,"ate out | Meal | friends | sick | sport",""
2019-03-07,7 March,Thursday,7:19 pm,good,"ate in | Meal | guitar | TV | commute | teaching",""
2019-03-07,7 March,Thursday,1:07 pm,good,"Dessert | ate out | Meal | friends | commute | teaching",""
2019-03-06,6 March,Wednesday,10:56 pm,great,"ate out | Meal | friends",""
2019-03-06,6 March,Wednesday,9:07 pm,great,"ate in | Meal | guitar | friends | TV | commute",""
2019-03-06,6 March,Wednesday,1:35 pm,good,"Dessert | ate out | Meal | friends | commute | teaching",""
2019-03-05,5 March,Tuesday,10:57 pm,great,"journal | friends | sport",""
2019-03-05,5 March,Tuesday,7:05 pm,good,"Dessert | ate in | Meal | editing | guitar | friends | TV | sick",""
2019-03-05,5 March,Tuesday,1:36 pm,good,"ate out | Meal | friends | commute | teaching",""
2019-03-04,4 March,Monday,10:55 pm,good,"Thảo | browsing",""
2019-03-04,4 March,Monday,6:52 pm,good,"ate in | Meal | guitar | friends | TV",""
2019-03-04,4 March,Monday,1:19 pm,good,"editing | wanking | guitar | Thảo",""
2019-03-03,3 March,Sunday,10:30 pm,grand,"editing | friends | family",""
2019-03-03,3 March,Sunday,7:59 pm,grand,"ate out | Meal | friends | commute | sick",""
2019-03-03,3 March,Sunday,3:47 pm,grand,"ate out | Meal | friends | commute | sick",""
2019-03-02,2 March,Saturday,10:30 pm,grand,"ate out | Meal | friends | browsing | sick",""
2019-03-02,2 March,Saturday,9:48 pm,good,"ate out | Meal | friends | drinking | sport",""
2019-03-02,2 March,Saturday,1:42 pm,grand,"ate out | Meal | friends | sick | sport",""
2019-03-01,1 March,Friday,11:24 pm,good,"ate out | Meal | friends | TV | drinking",""
2019-03-01,1 March,Friday,6:11 pm,good,"friends | teaching | sick",""
2019-03-01,1 March,Friday,1:29 pm,good,"ate out | Meal | friends | commute | teaching | sick",""
2019-02-28,28 February,Thursday,10:57 pm,good,"ate out | Meal | friends | sick | sport",""
2019-02-28,28 February,Thursday,7:40 pm,good,"ate out | Meal | guitar | friends | commute | teaching",""
2019-02-28,28 February,Thursday,1:12 pm,good,"ate out | Meal | friends | commute | teaching | sick",""
2019-02-27,27 February,Wednesday,10:30 pm,grand,"friends | Thảo | browsing | sick",""
2019-02-27,27 February,Wednesday,7:49 pm,good,"ate in | Meal | guitar | Thảo | TV | commute | teaching | lesson",""
2019-02-27,27 February,Wednesday,1:06 pm,grand,"ate out | Meal | friends | commute | teaching | sick",""
2019-02-26,26 February,Tuesday,10:46 pm,grand,"friends | sport",""
2019-02-26,26 February,Tuesday,6:00 pm,bad,"ate in | Meal | guitar | friends | Thảo | TV | commute | sick | Medical",""
2019-02-26,26 February,Tuesday,1:15 pm,grand,"wanking | guitar | sick",""
2019-02-25,25 February,Monday,10:52 pm,grand,"ate in | Meal | friends | TV | sick | Medical",""
2019-02-25,25 February,Monday,6:00 pm,grand,"ate in | Meal | TV | commute | Medical",""
2019-02-25,25 February,Monday,1:00 pm,bad,"browsing | commute | Medical",""
2019-02-24,24 February,Sunday,10:52 pm,good,"ate in | Meal | friends | TV",""
2019-02-24,24 February,Sunday,6:41 pm,good,"ate in | Meal | TV | Medical",""
2019-02-24,24 February,Sunday,1:52 pm,good,"friends | hungover",""
2019-02-23,23 February,Saturday,11:55 pm,great,"ate out | Meal | friends | drinking | MD | commute",""
2019-02-23,23 February,Saturday,7:17 pm,good,"ate out | Meal | friends | drinking",""
2019-02-23,23 February,Saturday,3:36 pm,good,"ate out | Meal | guitar | friends | sport",""
2019-02-22,22 February,Friday,10:45 pm,good,"Dessert | ate out | Meal | friends | drinking",""
2019-02-22,22 February,Friday,7:26 pm,good,"Thảo | browsing | commute | teaching",""
2019-02-22,22 February,Friday,1:33 pm,good,"ate out | Meal | friends | commute | teaching",""
2019-02-21,21 February,Thursday,10:51 pm,good,"ate out | Meal | friends | drinking | sport",""
2019-02-21,21 February,Thursday,6:05 pm,good,"ate in | Meal | friends | browsing | teaching",""
2019-02-21,21 February,Thursday,1:10 pm,grand,"Dessert | ate out | Meal | friends | commute | teaching | sick",""
2019-02-20,20 February,Wednesday,11:28 pm,good,"wanking | friends | Thảo | browsing",""
2019-02-20,20 February,Wednesday,7:33 pm,good,"ate in | Meal | guitar | friends | commute | teaching | lesson",""
2019-02-20,20 February,Wednesday,1:08 pm,good,"Dessert | ate out | Meal | friends | teaching",""
2019-02-19,19 February,Tuesday,10:45 pm,good,"friends | drinking | sport",""
2019-02-19,19 February,Tuesday,6:05 pm,good,"ate in | Meal | friends | TV | commute | teaching | sick",""
2019-02-19,19 February,Tuesday,1:10 pm,grand,"Dessert | ate out | Meal | friends | commute | teaching | sick",""
2019-02-18,18 February,Monday,11:52 pm,bad,"ate in | Meal | friends | TV | sick",""
2019-02-18,18 February,Monday,7:34 pm,bad,"guitar | commute | sick | Medical",""
2019-02-18,18 February,Monday,1:46 pm,grand,"ate out | Meal | commute | sick | Medical",""
2019-02-17,17 February,Sunday,11:04 pm,good,"ate out | Meal | guitar | friends | drinking | weed",""
2019-02-17,17 February,Sunday,7:09 pm,good,"Dessert | ate out | Meal | friends | Thảo | commute",""
2019-02-17,17 February,Sunday,1:18 pm,good,"wanking | guitar | friends | gaming",""
2019-02-16,16 February,Saturday,10:45 pm,good,"ate out | ate in | Meal | friends | TV | drinking | weed",""
2019-02-16,16 February,Saturday,7:25 pm,good,"ate out | Meal | friends | drinking | sport",""
2019-02-16,16 February,Saturday,1:00 pm,good,"friends | Thảo",""
2019-02-15,15 February,Friday,10:45 pm,good,"ate out | Meal | friends | drinking",""
2019-02-15,15 February,Friday,6:01 pm,grand,"friends | commute | teaching | sick",""
2019-02-15,15 February,Friday,1:08 pm,good,"ate out | Meal | friends | teaching",""
2019-02-14,14 February,Thursday,10:45 pm,good,"ate out | Meal | friends | drinking | sport",""
2019-02-14,14 February,Thursday,6:19 pm,good,"ate in | Meal | guitar | TV | commute | teaching",""
2019-02-14,14 February,Thursday,1:18 pm,good,"ate out | Meal | friends | commute | teaching",""
2019-02-13,13 February,Wednesday,10:45 pm,good,"friends",""
2019-02-13,13 February,Wednesday,8:27 pm,bad,"ate in | Meal | wanking | guitar | friends | commute | teaching | lesson | sick",""
